ID,ID_Dominio,Nome,Descricao,Ordem,Ativo,Data_Criacao,Data_Atualizacao,Observacoes
COM001,DOM001,Introdução a BPM e ciclo de vida de processos,"Conceito de processo, tipos (operacional, gerencial, suporte), ciclo PDCA, visão sistêmica",1,True,2026-07-17,2026-07-17,"Origem direta: linha 2 do HEATMAP, coluna Tópico."
COM002,DOM001,Notação BPMN 2.0,"Elementos básicos: eventos, atividades, gateways, pools, lanes, fluxos de sequência e mensagem",2,True,2026-07-17,2026-07-17,"Origem direta: linha 3 do HEATMAP, coluna Tópico."
COM003,DOM002,Mapeamento As-Is,"Técnicas de levantamento (entrevistas, observação, shadowing), documentação do estado atual",1,True,2026-07-17,2026-07-17,"Origem direta: linha 4 do HEATMAP, coluna Tópico."
COM004,DOM002,Mapeamento To-Be e análise de gaps,"Redesenho de processos, identificação de oportunidades, análise de valor agregado",2,True,2026-07-17,2026-07-17,"Origem direta: linha 5 do HEATMAP, coluna Tópico."
COM005,DOM003,Lean Thinking e eliminação de desperdícios,"8 desperdícios (TIMWOODS), fluxo de valor, just-in-time, kaizen, 5S",1,True,2026-07-17,2026-07-17,"Origem direta: linha 6 do HEATMAP, coluna Tópico."
COM006,DOM003,Six Sigma – Yellow/Green Belt,"DMAIC, ferramentas estatísticas básicas (histograma, diagrama de causa e efeito, pareto)",2,True,2026-07-17,2026-07-17,"Origem direta: linha 7 do HEATMAP, coluna Tópico."
COM007,DOM003,Six Sigma – Black Belt,"DOE, análise de regressão, controle estatístico de processo (CEP), DFSS",3,True,2026-07-17,2026-07-17,"Origem direta: linha 8 do HEATMAP, coluna Tópico."
COM008,DOM004,SOPs e manuais de processo,"Estrutura de procedimento operacional padrão, padronização, versionamento de documentos",1,True,2026-07-17,2026-07-17,"Origem direta: linha 9 do HEATMAP, coluna Tópico."
COM009,DOM004,Matriz RACI e gestão de responsabilidades,"Definição de papéis (Responsible, Accountable, Consulted, Informed), aplicação em projetos e processos",2,True,2026-07-17,2026-07-17,"Origem direta: linha 10 do HEATMAP, coluna Tópico."
COM010,DOM004,Frameworks ABPMP e maturidade BPM,"ABPMP BPM CBOK, modelos de maturidade (CMMI, OMG BPMM), avaliação e evolução de capacidades",3,True,2026-07-17,2026-07-17,"Origem direta: linha 11 do HEATMAP, coluna Tópico."
COM011,DOM005,Escritório de Processos (BPMO),"Papel e estrutura do BPMO, funções de governança, portfólio de processos, modelo operacional do escritório",1,True,2026-07-17,2026-07-17,"Origem direta: linha 12 do HEATMAP, coluna Tópico."
COM012,DOM005,Auditoria e conformidade de processos,"Auditoria interna de processos, conformidade regulatória, controles internos (COSO), evidências de execução",2,True,2026-07-17,2026-07-17,"Origem direta: linha 13 do HEATMAP, coluna Tópico."
COM013,DOM005,Maturidade organizacional (CMMI / OMG BPMM),"Níveis de maturidade CMMI-DEV e OMG BPMM, avaliação SCAMPI, roadmap de evolução, benchmarking",3,True,2026-07-17,2026-07-17,"Origem direta: linha 14 do HEATMAP, coluna Tópico."
COM014,DOM005,LGPD aplicada a processos e SOPs,"Mapeamento de dados pessoais em fluxos de processo, adequação de SOPs à LGPD, RIPD (Relatório de Impacto)",4,True,2026-07-17,2026-07-17,"Origem direta: linha 15 do HEATMAP, coluna Tópico."
COM015,DOM006,Gestão por processos e estrutura organizacional,"Diferença entre gestão funcional e por processos, escritório de processos (BPMO), KPIs de processo",1,True,2026-07-17,2026-07-17,"Origem direta: linha 16 do HEATMAP, coluna Tópico."
COM016,DOM006,Arquitetura de processos e cadeia de valor,"Hierarquia de processos, cadeia de valor de Porter, alinhamento estratégico, EPC (Enterprise Process Chain)",2,True,2026-07-17,2026-07-17,"Origem direta: linha 17 do HEATMAP, coluna Tópico."
COM017,DOM007,Introdução a RPA,"Conceitos de automação robótica, diferença RPA vs integração, casos de uso em BI",1,True,2026-07-17,2026-07-17,"Origem direta: linha 18 do HEATMAP, coluna Tópico."
COM018,DOM007,Process Mining,"Descoberta de processos a partir de logs, conformidade, análise de desvios, ferramentas Celonis / UiPath Process Mining",2,True,2026-07-17,2026-07-17,"Origem direta: linha 19 do HEATMAP, coluna Tópico."
COM019,DOM008,Conceitos de arquitetura de sistemas,"Cliente-servidor, APIs REST, microsserviços, monolito, SaaS/PaaS/IaaS, bancos de dados relacionais vs NoSQL",1,True,2026-07-17,2026-07-17,"Origem direta: linha 20 do HEATMAP, coluna Tópico."
COM020,DOM008,Redes e segurança básica,"TCP/IP, HTTP/HTTPS, firewall, VPN, autenticação, conceitos de criptografia",2,True,2026-07-17,2026-07-17,"Origem direta: linha 21 do HEATMAP, coluna Tópico."
COM021,DOM009,Fundamentos de ERP,"Módulos (FI, MM, SD, HR), integração entre módulos, master data, transações e relatórios",1,True,2026-07-17,2026-07-17,"Origem direta: linha 22 do HEATMAP, coluna Tópico."
COM022,DOM009,Administração e configuração de ERP,"Customizing, papéis e autorizações, tabelas de configuração, extração de dados para BI",2,True,2026-07-17,2026-07-17,"Origem direta: linha 23 do HEATMAP, coluna Tópico."
COM023,DOM010,Consumo de APIs REST,"Método HTTP, JSON, autenticação OAuth2/API Key, ferramentas Postman e Insomnia",1,True,2026-07-17,2026-07-17,"Origem direta: linha 24 do HEATMAP, coluna Tópico."
COM024,DOM010,Integração de sistemas e ETL conceitual,"Padrões de integração (EAI, ESB, iPaaS), ferramentas de integração (MuleSoft, Azure Integration), visão de ETL",2,True,2026-07-17,2026-07-17,"Origem direta: linha 25 do HEATMAP, coluna Tópico."
COM025,DOM011,Fundamentos de Cloud (Azure/AWS/GCP),"Modelos de serviço, regiões e zonas, armazenamento, IAM, custo e billing",1,True,2026-07-17,2026-07-17,"Origem direta: linha 26 do HEATMAP, coluna Tópico."
COM026,DOM011,Serviços de dados em Cloud,"Data Lake, Data Warehouse gerenciado (Synapse, Redshift, BigQuery), Blob Storage, pipelines cloud-native",2,True,2026-07-17,2026-07-17,"Origem direta: linha 27 do HEATMAP, coluna Tópico."
COM027,DOM011,Arquitetura de soluções em Cloud,"Well-Architected Framework, FinOps, alta disponibilidade, disaster recovery, arquitetura Lakehouse",3,True,2026-07-17,2026-07-17,"Origem direta: linha 28 do HEATMAP, coluna Tópico."
COM028,DOM012,Segurança da informação – fundamentos,"Tríade CIA (Confidencialidade, Integridade, Disponibilidade), ameaças comuns, controles preventivos e detectivos",1,True,2026-07-17,2026-07-17,"Origem direta: linha 29 do HEATMAP, coluna Tópico."
COM029,DOM012,Arquitetura segura e controle de acesso,"IAM, RBAC, zero trust, princípio do menor privilégio, segmentação de rede, autenticação multifator (MFA)",2,True,2026-07-17,2026-07-17,"Origem direta: linha 30 do HEATMAP, coluna Tópico."
COM030,DOM012,ISO 27001 – Gestão de Segurança da Informação,"Estrutura da norma, controles Anexo A, SGSI (Sistema de Gestão de Segurança da Informação), ciclo PDCA, análise de riscos",3,True,2026-07-17,2026-07-17,"Origem direta: linha 31 do HEATMAP, coluna Tópico."
COM031,DOM012,LGPD aplicada a sistemas e arquitetura,"Bases legais, controle de acesso a dados pessoais, logs de auditoria, privacidade by design, papel do DPO em TI",4,True,2026-07-17,2026-07-17,"Origem direta: linha 32 do HEATMAP, coluna Tópico."
COM032,DOM012,Row-Level Security e mascaramento de dados,"RLS em Power BI e bancos de dados, mascaramento dinâmico (SQL Server, Synapse), anonimização em pipelines",5,True,2026-07-17,2026-07-17,"Origem direta: linha 33 do HEATMAP, coluna Tópico."
COM033,DOM013,Fundamentos de gerenciamento de projetos (PMBok),"Grupos de processos, áreas de conhecimento, termo de abertura, EAP, cronograma, risco",1,True,2026-07-17,2026-07-17,"Origem direta: linha 34 do HEATMAP, coluna Tópico."
COM034,DOM013,Métodos Ágeis – Scrum e Kanban,"Sprints, cerimônias, product backlog, papéis (PO, SM, Dev Team), quadro Kanban, WIP limits",2,True,2026-07-17,2026-07-17,"Origem direta: linha 35 do HEATMAP, coluna Tópico."
COM035,DOM013,Gestão de projetos de dados e BI,"Adaptação de Scrum para projetos analíticos, critérios de aceitação de dashboards, gestão de stakeholders em BI",3,True,2026-07-17,2026-07-17,"Origem direta: linha 36 do HEATMAP, coluna Tópico."
COM036,DOM014,ITIL 4 – Fundamentos,"Conceito de serviço, práticas ITIL (incident, change, problem management), cadeia de valor de serviço",1,True,2026-07-17,2026-07-17,"Origem direta: linha 37 do HEATMAP, coluna Tópico."
COM037,DOM014,Governança de TI e COBIT,"Framework COBIT 2019, alinhamento TI-negócio, métricas de governança, auditoria de TI",2,True,2026-07-17,2026-07-17,"Origem direta: linha 38 do HEATMAP, coluna Tópico."
COM038,DOM015,SQL básico,"SELECT, FROM, WHERE, ORDER BY, GROUP BY, HAVING, funções de agregação (SUM, COUNT, AVG)",1,True,2026-07-17,2026-07-17,"Origem direta: linha 39 do HEATMAP, coluna Tópico."
COM039,DOM015,SQL intermediário,"JOINs, subqueries, CTEs (WITH), window functions (RANK, ROW_NUMBER, LAG/LEAD), índices",2,True,2026-07-17,2026-07-17,"Origem direta: linha 40 do HEATMAP, coluna Tópico."
COM040,DOM015,SQL avançado e performance,"Execution plan, query optimization, particionamento, materialização de views, SQL em Snowflake/BigQuery",3,True,2026-07-17,2026-07-17,"Origem direta: linha 41 do HEATMAP, coluna Tópico."
COM041,DOM016,Python básico,"Variáveis, listas, dicionários, loops, funções, leitura de arquivos CSV/Excel",1,True,2026-07-17,2026-07-17,"Origem direta: linha 42 do HEATMAP, coluna Tópico."
COM042,DOM016,Análise de dados com Pandas e NumPy,"DataFrames, filtros, groupby, merge, pivot_table, limpeza e transformação de dados",2,True,2026-07-17,2026-07-17,"Origem direta: linha 43 do HEATMAP, coluna Tópico."
COM043,DOM016,Visualização e automação com Python,"Matplotlib, Seaborn, Plotly, automação de relatórios, integração com APIs e bancos de dados",3,True,2026-07-17,2026-07-17,"Origem direta: linha 44 do HEATMAP, coluna Tópico."
COM044,DOM016,Machine Learning aplicado a BI,"Regressão, classificação, clustering, Scikit-learn, modelos preditivos para BI e forecasting",4,True,2026-07-17,2026-07-17,"Origem direta: linha 45 do HEATMAP, coluna Tópico."
COM045,DOM017,Power BI Desktop – básico,"Importação de dados, relacionamentos, visuais básicos, publicação no serviço",1,True,2026-07-17,2026-07-17,"Origem direta: linha 46 do HEATMAP, coluna Tópico."
COM046,DOM017,DAX – Data Analysis Expressions,"Medidas vs colunas calculadas, contexto de filtro e linha, CALCULATE, FILTER, ALL, RELATED, time intelligence",2,True,2026-07-17,2026-07-17,"Origem direta: linha 47 do HEATMAP, coluna Tópico."
COM047,DOM017,Power BI avançado e arquitetura,"Composite models, DirectQuery vs Import, incremental refresh, Row-Level Security, deployment pipelines, Premium",3,True,2026-07-17,2026-07-17,"Origem direta: linha 48 do HEATMAP, coluna Tópico."
COM048,DOM018,Princípios de design visual e escolha de gráficos,"Hierarquia visual, proporção, contraste, tipos de gráfico por finalidade (comparação, distribuição, composição, relacionamento), erros comuns",1,True,2026-07-17,2026-07-17,"Origem direta: linha 49 do HEATMAP, coluna Tópico."
COM049,DOM018,Storytelling com dados,"Estrutura narrativa para dashboards, contexto e insight, clareza vs densidade, design de relatórios executivos",2,True,2026-07-17,2026-07-17,"Origem direta: linha 50 do HEATMAP, coluna Tópico."
COM050,DOM018,Ferramentas de dataviz – Tableau e Looker,"Tableau Desktop: dimensions vs measures, calculated fields, LOD expressions, dashboards interativos; Looker: LookML, explores",3,True,2026-07-17,2026-07-17,"Origem direta: linha 51 do HEATMAP, coluna Tópico."
COM051,DOM018,Dataviz estratégico e comunicação executiva,"Dashboards de C-level, scorecard vs operational dashboard, design orientado a decisão, acessibilidade, revisão crítica de visuais",4,True,2026-07-17,2026-07-17,"Origem direta: linha 52 do HEATMAP, coluna Tópico."
COM052,DOM019,Conceitos de modelagem dimensional,"Fatos e dimensões, granularidade, chaves surrogate, hierarquias, Star Schema vs Snowflake",1,True,2026-07-17,2026-07-17,"Origem direta: linha 53 do HEATMAP, coluna Tópico."
COM053,DOM019,Modelagem avançada e padrões Kimball,"SCDs (Slowly Changing Dimensions), Bridge tables, factless fact tables, dimensões conformadas",2,True,2026-07-17,2026-07-17,"Origem direta: linha 54 do HEATMAP, coluna Tópico."
COM054,DOM020,Arquitetura de Data Warehouse,"Camadas (Raw, Trusted, Refined/Gold), ODS, staging, data mart, Inmon vs Kimball",1,True,2026-07-17,2026-07-17,"Origem direta: linha 55 do HEATMAP, coluna Tópico."
COM055,DOM020,Arquitetura Lakehouse e Data Mesh,"Delta Lake, Apache Iceberg, Databricks, separação storage/compute, Data Mesh e domínios de dados",2,True,2026-07-17,2026-07-17,"Origem direta: linha 56 do HEATMAP, coluna Tópico."
COM056,DOM021,Fundamentos de pipelines de dados,"ETL vs ELT, orquestração com Airflow, dbt (data build tool), qualidade e testes de dados",1,True,2026-07-17,2026-07-17,"Origem direta: linha 57 do HEATMAP, coluna Tópico."
COM057,DOM021,Engenharia de dados em escala,"Spark, Kafka, streaming vs batch, arquitetura Lambda/Kappa, SLAs de dados",2,True,2026-07-17,2026-07-17,"Origem direta: linha 58 do HEATMAP, coluna Tópico."
COM058,DOM022,Conceitos de governança e qualidade de dados,"Data quality dimensions, master data management (MDM), catálogo de dados, glossário de negócios",1,True,2026-07-17,2026-07-17,"Origem direta: linha 59 do HEATMAP, coluna Tópico."
COM059,DOM022,LGPD e privacidade de dados,"Bases legais, direitos do titular, DPIA, anonimização e pseudonimização, papel do DPO, adequação em BI",2,True,2026-07-17,2026-07-17,"Origem direta: linha 60 do HEATMAP, coluna Tópico."
COM060,DOM022,ISO 27001 aplicada a dados e BI,"Controles de segurança para dados analíticos, classificação de dados, gestão de incidentes de dados, auditoria",3,True,2026-07-17,2026-07-17,"Origem direta: linha 61 do HEATMAP, coluna Tópico."
COM061,DOM022,Data Catalog e Data Lineage,"Ferramentas (Azure Purview, Atlan, OpenMetadata), catalogação ativa, lineage end-to-end, data stewardship",4,True,2026-07-17,2026-07-17,"Origem direta: linha 62 do HEATMAP, coluna Tópico."
COM062,DOM023,Estatística descritiva,"Média, mediana, moda, desvio padrão, distribuições, correlação, gráficos exploratórios",1,True,2026-07-17,2026-07-17,"Origem direta: linha 63 do HEATMAP, coluna Tópico."
COM063,DOM023,Estatística inferencial e probabilidade,"Testes de hipótese, intervalos de confiança, p-valor, regressão linear, ANOVA",2,True,2026-07-17,2026-07-17,"Origem direta: linha 64 do HEATMAP, coluna Tópico."
COM064,DOM023,Analytics avançado e forecasting,"Séries temporais (ARIMA, Prophet), análise de coorte, A/B testing, atribuição de marketing",3,True,2026-07-17,2026-07-17,"Origem direta: linha 65 do HEATMAP, coluna Tópico."
